Event	ID	Name			Wwise Object Path	Notes
	8018734	Play_Glock_Recarga			\Default Work Unit\Play_Glock_Recarga	
	123959724	Play_1911_Recarga			\Default Work Unit\Play_1911_Recarga	
	206058248	Play_Dk_Disparo			\Default Work Unit\Play_Dk_Disparo	
	209422798	Play_CTerrorist_Win			\Default Work Unit\Play_CTerrorist_Win	
	403575789	Play_Tec9_Recarga			\Default Work Unit\Play_Tec9_Recarga	
	463614408	Play_Scar_Disparo			\Default Work Unit\Play_Scar_Disparo	
	856847256	Play_Famas_Recarga			\Default Work Unit\Play_Famas_Recarga	
	923844420	Play_Awp_Recarga			\Default Work Unit\Play_Awp_Recarga	
	1136421811	Play_Usp_Disparo			\Default Work Unit\Play_Usp_Disparo	
	1171709836	Play_Usp_Recarga			\Default Work Unit\Play_Usp_Recarga	
	1785532551	Play_Dk_Recarga			\Default Work Unit\Play_Dk_Recarga	
	1888624163	Play_Recarga_AK47			\Default Work Unit\Play_Recarga_AK47	
	2108779966	Walk			\Default Work Unit\Walk	
	2111365587	Play_1911_Disparo			\Default Work Unit\Play_1911_Disparo	
	2570041344	Play_MenuMusic			\Default Work Unit\Play_MenuMusic	
	2711817465	Play_Glock_Disparo			\Default Work Unit\Play_Glock_Disparo	
	2785419335	Play_Scar_Recarga			\Default Work Unit\Play_Scar_Recarga	
	2872757021	Play_XM_Recarga			\Default Work Unit\Play_XM_Recarga	
	2944545518	Play_MusicaFondo			\Default Work Unit\Play_MusicaFondo	
	3052655297	Shoot_Ak			\Default Work Unit\Shoot_Ak	
	3064026271	Play_Terrorist_Win			\Default Work Unit\Play_Terrorist_Win	
	3513490094	Escopetazo			\Default Work Unit\Escopetazo	
	3572903216	Play_CancionAvatar_1			\Default Work Unit\Play_CancionAvatar_1	
	3572903218	Play_CancionAvatar_3			\Default Work Unit\Play_CancionAvatar_3	
	3572903219	Play_CancionAvatar_2			\Default Work Unit\Play_CancionAvatar_2	
	3572903220	Play_CancionAvatar_5			\Default Work Unit\Play_CancionAvatar_5	
	3572903221	Play_CancionAvatar_4			\Default Work Unit\Play_CancionAvatar_4	
	3572903223	Play_CancionAvatar_6			\Default Work Unit\Play_CancionAvatar_6	
	3593958106	Play_XM_Disparo			\Default Work Unit\Play_XM_Disparo	
	3626292540	Play_Recarga_m4a4			\Default Work Unit\Play_Recarga_m4a4	
	3654096175	Play_Famas_Disparo			\Default Work Unit\Play_Famas_Disparo	
	3948312705	Shoot_m4a4			\Default Work Unit\Shoot_m4a4	
	3989193866	Play_Recarga_Escopeta			\Default Work Unit\Play_Recarga_Escopeta	
	4116635323	Play_G36_Disparo			\Default Work Unit\Play_G36_Disparo	
	4166230836	Play_G36_Recarga			\Default Work Unit\Play_G36_Recarga	
	4194686187	Play_Awp_Disparo			\Default Work Unit\Play_Awp_Disparo	
	4294838474	Play_Tec9_Disparo			\Default Work Unit\Play_Tec9_Disparo	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	504578020	Haaland	.cache\F3\{F31113D2-9A16-216D-4EDF-D6DE83567AF4}.wem		\Containers\Default Work Unit\Haaland		32784480
	505888341	RecargaGlock	.cache\9C\{9C4795A5-D652-3119-DD17-F4FFB28B3F39}.wem		\Containers\Default Work Unit\RecargaGlock		156132
	530582597	1911Disparo	.cache\DB\{DBEBEE30-6D07-A7D0-F053-B264FD3D0725}.wem		\Containers\Default Work Unit\1911Disparo		259768
	570521395	NegroTecla	.cache\F5\{F5D4476B-3CD7-3F3D-D78F-397D51F00358}.wem		\Containers\Default Work Unit\NegroTecla		15825276
	644997884	Tec9Recarga	.cache\4A\{4A3C0646-55EA-C6A4-C17D-39F9E1DBD6AD}.wem		\Containers\Default Work Unit\Tec9Recarga		278352
	658580730	ScarShoot	.cache\04\{04991FDC-0590-F4B6-6BB2-8877685E7444}.wem		\Containers\Default Work Unit\ScarShoot		256876
	694864137	DkRecarga	.cache\66\{66EA2903-ABD3-2A42-C630-38C90163B929}.wem		\Containers\Default Work Unit\DkRecarga		240212
	745942567	Ez4ence The Verkkars CS2 MVP MUSIC KIT	.cache\77\{77C56A17-E16C-8C25-6C63-12B22C93B0BE}.wem		\Containers\Default Work Unit\Ez4ence The Verkkars CS2 MVP MUSIC KIT		1302624
	779202901	XmRecarga	.cache\E9\{E9CE49A9-2CCE-8DB3-AFC8-B64BBC467A39}.wem		\Containers\Default Work Unit\XmRecarga		389592
	812429598	Footstep	.cache\6C\{6C14114C-18D3-150A-C4EF-A22BF4905876}.wem		\Containers\Default Work Unit\Footstep		150740
	876168678	Tec9Disparo	.cache\3A\{3AE5A19A-108F-9D93-392F-EA378F0AFFAE}.wem		\Containers\Default Work Unit\Tec9Disparo		328272
	903524215	AkReload	.cache\1D\{1DE5EF57-4726-F7D6-02EC-81B5638066DF}.wem		\Containers\Default Work Unit\AkReload		255616
	933239269	AwpRecarga	.cache\54\{543F9FDB-35E8-EDAC-7CD5-C64ADB8ECC71}.wem		\Containers\Default Work Unit\AwpRecarga		339308
	933764207	Ak-47Disparo1	.cache\B9\{B95C497A-8F01-3580-C4F8-A6C8F167FFF2}.wem		\Containers\Default Work Unit\Ak-47Disparo1		154184
	965923994	GlockDisparo	.cache\0C\{0C03AE31-F35B-FF92-C2E7-42E42F02CBA7}.wem		\Containers\Default Work Unit\GlockDisparo		270088
	981402845	DkDisparo	.cache\09\{090376FF-8467-1D05-7FD8-D115D04C0422}.wem		\Containers\Default Work Unit\DkDisparo		530208
	990675005	FamasRecarga	.cache\87\{872506F1-7E64-06C1-D84C-65095C8FC361}.wem		\Containers\Default Work Unit\FamasRecarga		242924
	1007898626	MusicaFondo	.cache\EF\{EF19320E-BC2C-8F98-6AB4-3128F6D1EEC9}.wem		\Containers\Default Work Unit\MusicaFondo		68919392
	1051391370	g36Recarga	.cache\96\{96D606FE-CB53-5D03-8C41-ABA62810F88E}.wem		\Containers\Default Work Unit\g36Recarga		254540

